"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGT","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV01","WV03","WV20"
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-16",,,,,,,"25.4","0.0",,,"33.9","19.4",,,,,,,,,,,,,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-17",,,,,,,"0.3","0.0",,,"32.2","19.4",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-18",,,,,,,"0.3","0.0",,,"30.6","21.7",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-19",,,,,,,"0.0","0.0",,,"29.4","15.0",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-20",,,,,,,"0.0","0.0",,,"28.3","16.1",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-21",,,,,,,"0.0","0.0",,,"29.4","16.7",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-22",,,,,,,"0.0","0.0",,,"32.2","18.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-23",,,,,,,"0.0","0.0",,,"31.1","20.0",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-24",,,,,,,"0.5","0.0",,,"29.4","19.4",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-25",,,,,,,"0.0","0.0",,,"30.0","19.4",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-26",,,,,,,"0.0","0.0",,,"31.1","17.2",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-27",,,,,,,"0.0","0.0",,,"30.6","17.8",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-28",,,,,,,"0.0","0.0",,,"31.1","19.4",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-29",,,,,,,"0.0","0.0",,,"34.4","18.9",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-30",,,,,,,"0.0","0.0",,,"36.7","22.8",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-05-31",,,,,,,"0.0","0.0",,,"37.8","22.2",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-01",,,,,,,"0.0","0.0",,,"37.8","22.8",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-02",,,,,,,"0.0","0.0",,,"36.1","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-03",,,,,,,"2.5","0.0",,,"29.4","22.2",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-04",,,,,,,"0.0","0.0",,,"32.2","19.4",,,,,,,,,,,,,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-05",,,,,,,"0.0","0.0",,,"34.4","20.6",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-06",,,,,,,"0.0","0.0",,,"32.2","20.6",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-07",,,,,,,"3.8","0.0",,,"33.3","22.2",,,,,,,,,,,,,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-08",,,,,,,"0.0","0.0",,,"34.4","19.4",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-09",,,,,,,"0.0","0.0",,,"35.6","22.2",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-10",,,,,,,"0.0","0.0",,,"35.0","22.8",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-11",,,,,,,"0.0","0.0",,,"35.6","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-12",,,,,,,"0.0","0.0",,,"34.4","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-13",,,,,,,"0.0","0.0",,,"33.9","23.9",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-14",,,,,,,"1.3","0.0",,,"32.2","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-15",,,,,,,"0.0","0.0",,,"32.8","22.8",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-16",,,,,,,"0.0","0.0",,,"33.3","21.7",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-17",,,,,,,"0.0","0.0",,,"33.9","21.1",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-18",,,,,,,"27.9","0.0",,,"32.8","21.1",,,,,,,,,,,,,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-19",,,,,,,"29.2","0.0",,,"32.8","20.6",,,,,,,,,,,,,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-20",,,,,,,"0.8","0.0",,,"33.3","21.1",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-21",,,,,,,"0.5","0.0",,,"31.7","22.8",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-22",,,,,,,"33.0","0.0",,,"29.4","21.7",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-23",,,,,,,"35.6","0.0",,,"24.4","22.2",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-24",,,,,,,"0.0","0.0",,,"28.9","22.8",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-25",,,,,,,"0.0","0.0",,,"32.8","21.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-26",,,,,,,"0.0","0.0",,,"32.2","22.8",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-27",,,,,,,"0.0","0.0",,,"33.9","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-28",,,,,,,"0.0","0.0",,,"33.9","23.9",,,,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-29",,,,,,,"0.0","0.0",,,"32.8","22.2",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-06-30",,,,,,,,,,,"33.3","21.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-01",,,,,,,,,,,"33.9","24.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-02",,,,,,,"0.8",,,,"32.8","22.2",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-03",,,,,,,,,,,"33.3","22.2",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-04",,,,,,,,,,,"32.2","22.2",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-05",,,,,,,,,,,"33.3","23.3",,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-06",,,,,,,,,,,"33.9","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-07",,,,,,,,,,,"35.0","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-08",,,,,,,,,,,"34.4","26.7",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-09",,,,,,,,,,,"32.2","23.3",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-10",,,,,,,,,,,"33.3","21.7",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-11",,,,,,,,,,,"30.6","21.7",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-12",,,,,,,,,,,"31.7","22.8",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-13",,,,,,,,,,,"30.6","22.2",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-14",,,,,,,,,,,"31.1","22.2",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-15",,,,,,,,,,,"32.2","21.7",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-16",,,,,,,,,,,"32.2","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-17",,,,,,,,,,,"31.1","23.3",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-18",,,,,,,,,,,"28.3","22.2",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-19",,,,,,,,,,,"30.6","21.1",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-20",,,,,,,,,,,"32.2","21.7",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-21",,,,,,,,,,,"31.1","21.1",,,,,,,,,,,,,"    1",,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-22",,,,,,,,,,,"30.6","22.8",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-23",,,,,,,,,,,"28.9","23.3",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-24",,,,,,,,,,,"27.8","23.3",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-25",,,,,,,,,,,"28.9","22.8",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-26",,,,,,,,,,,"29.4","22.2",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-27",,,,,,,,,,,"33.9","22.2",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-28",,,,,,,,,,,"32.8","23.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-29",,,,,,,,,,,"33.9","24.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-30",,,,,,,,,,,"33.3","23.3",,,,,,,,,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-07-31",,,,,,,,,,,"33.3","25.6",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-01",,,,,,,,,,,"35.0","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-02",,,,,,,,,,,"33.9","22.2",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-03",,,,,,,,,,,"32.2","22.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-04",,,,,,,,,,,"33.3","23.3",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-05",,,,,,,,,,,"33.9","22.8",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-06",,,,,,,,,,,"35.0","25.0",,,,,,,,,,,,,,,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-07",,,,,,,,,,,"35.6","24.4",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-08",,,,,,,,,,,"34.4","23.3",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-09",,,,,,,,,,,"32.8","22.8",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-10",,,,,,,,,,,"33.3","19.4",,,,,,,,,,,,,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-11",,,,,,,,,,,"33.3","20.6",,,,,,,,,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-12",,,,,,,,,,,"31.7","21.1",,,,,,,,,,,,,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-13",,,,,,,,,,,"31.7","22.8",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-14",,,,,,,,,,,"31.7","23.9",,,,,,,,,,,,,,,"    1",,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-15",,,,,,,,,,,"33.3","23.3",,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-16",,,,,,,,,,,"33.9","22.8",,,,,,,,,,,,,,,"    1",,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-17",,,,,,,,,,,"31.7","22.8",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-18",,,,,,,,,,,"31.7","23.9",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-19",,,,,,,,,,,"30.6","21.1",,,,,,,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-20",,,,,,,,,,,"31.1","21.1",,,,,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00012854","ORLANDO SANFORD AIRPORT, FL US","1945-08-21",,,,,,,,,,,"33.3","23.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
